,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,row,col,T_SAND,T_SILT,T_CLAY,Soil texture,Root depth,Climate type,IGBP,Root type,Vcmax25,C4frac,g1,lpx,psi50X,gpmax,C,bexp,bc,R2_VOD,R2_ET,N_VOD,N_ET,obsfilter,lcfilter
4865,4865,4865,4865,187,248,76.0,16.0,8.0,2.0,3.0670634012359983,BSk,7,3.0,54.0,0.0,7.326805020307214,5.06298833517952,8.926371275586108,3.3223156992249727,21.317328198702402,3.707095182902834,0.165705094428877,0.5982234400855218,-6.206381662413829,856.0,82.0,1,0
4879,4879,4879,4879,187,262,40.0,39.0,21.0,4.0,3.8452735179675415,Dsb,10,6.0,62.2,0.03,1.2305265004777035,0.1114715437691094,0.5641777277513329,3.57452404502167,8.904884259753652,9.869034994577333,0.332606167078381,0.31757272198612285,-0.24945382098729496,819.0,74.0,1,0
4881,4881,4881,4881,187,264,40.0,39.0,21.0,4.0,5.203326466773492,Dsb,10,6.0,62.2,0.0,1.9758064963979993,0.10553099894483337,3.033830504061271,0.013409638377267939,18.92275345944466,8.329955350623905,0.20155996806574406,0.3364181783030906,-0.07794888718380011,755.0,72.0,1,1
4882,4882,4882,4882,187,265,40.0,39.0,21.0,4.0,4.173342488746499,Dsb,10,6.0,62.2,0.0,4.885818064055312,0.06390398018623952,0.11039184862904262,1.0385149868547106,12.466325413815845,7.721190414850576,0.1973388006358635,0.34929871106404,-0.3889938517264355,746.0,71.0,1,1
4883,4883,4883,4883,187,266,40.0,39.0,21.0,4.0,4.150453955901469,BSk,10,6.0,62.2,0.0,0.035841156929376984,4.800107008607619,7.866079841576713,0.014129957727529492,17.278080143585367,9.407277073011578,0.2791052580527597,0.35757409639665205,-0.31099909884543364,745.0,69.0,1,1
4901,4901,4901,4901,187,287,20.0,40.0,40.0,9.0,0.7171740291447577,BSk,10,6.0,62.2,0.1,7.05059781649412,2.197179819215521,4.0286285650521245,5.5200865667506624,1.3110593393343974,5.703759939472974,0.7320824505604202,0.2098988469304175,-1.4638687508578516,862.0,74.0,1,0
4902,4902,4902,4902,187,288,20.0,40.0,40.0,9.0,0.7324330510414825,BSk,10,6.0,62.2,0.0,8.507937748333333,0.9164018154264173,7.22250135594361,5.947328216903811,0.346875390390367,2.583013146458714,0.15540768011084294,0.3084506084292168,-1.7388466022117433,837.0,71.0,1,1
4903,4903,4903,4903,187,289,20.0,40.0,40.0,9.0,0.7629510948348752,BSk,10,6.0,62.2,0.0,9.326694405081886,0.823104891830667,4.8422649583388475,7.460711028668339,0.3142056098756662,2.5294385938960713,0.15313521294274438,0.3081303493847155,-4.968761188208275,794.0,70.0,1,1
4904,4904,4904,4904,187,290,20.0,40.0,40.0,9.0,0.9613183794918996,BSk,10,6.0,62.2,0.0,8.600891955473159,0.5883530570538569,1.8356992320530576,7.904332669589777,0.5036005603208603,2.3558865302509675,0.12237752744035162,0.29414114613738385,-1.2993908979771551,762.0,71.0,1,1
4905,4905,4905,4905,187,291,20.0,40.0,40.0,9.0,1.1291676203555878,BSk,10,6.0,62.2,0.0,8.456677350357985,0.48098055339526585,4.522224042413976,7.580501401219804,0.8268970190830944,2.229689951978177,0.10826564039765119,0.3021522967970337,-2.841158024702455,777.0,75.0,1,1
4906,4906,4906,4906,187,292,50.0,40.0,10.0,4.0,0.8621347371633874,BSk,10,6.0,62.2,0.0,7.82688489573175,6.4337858724674,10.184096347064706,5.261852658326037,0.058451705770999535,3.586039971131081,0.12299659834051019,0.3269796539757104,-2.3733573939198394,813.0,75.0,1,1
4907,4907,4907,4907,187,293,50.0,40.0,10.0,4.0,0.8087281605249359,BSk,10,6.0,62.2,0.0,6.441848662341245,9.333976123290277,12.274336669268283,5.282481077247152,0.04144297985277616,3.7894663702460614,0.12813606074883663,0.3491461762081194,-1.1247491764969784,850.0,74.0,1,1
